33.6,16.0,664.8,150.4
33.6,16.8,664.8,151.2
onMouseDragEntered
33.6,17.6,664.8,152.0
33.6,18.4,664.8,152.8
33.6,19.2,664.8,153.6
33.6,20.0,664.8,154.4
33.6,20.8,664.8,155.2
33.6,21.6,664.8,156.0
33.6,22.4,664.8,156.8
33.6,23.2,664.8,157.6
33.6,24.0,664.8,158.4
33.6,24.8,664.8,159.2
onMouseDragExited
33.6,25.6,664.8,160.0
33.6,26.4,664.8,160.8
33.6,27.2,664.8,161.6
33.6,28.0,664.8,162.4
33.6,28.8,664.8,163.2
33.6,29.6,664.8,164.0
33.6,30.4,664.8,164.8
33.6,31.2,664.8,165.6
33.6,32.0,664.8,166.4
34.4,32.8,665.6,167.2
34.4,33.6,665.6,168.0
34.4,34.4,665.6,168.8
34.4,35.2,665.6,169.6
34.4,36.0,665.6,170.4
34.4,36.8,665.6,171.2
34.4,37.6,665.6,172.0
34.4,38.4,665.6,172.8
35.2,39.2,666.4,173.6
35.2,40.0,666.4,174.4
35.2,40.8,666.4,175.2
35.2,40.0,666.4,174.4
35.2,39.2,666.4,173.6
35.2,38.4,666.4,172.8
35.2,37.6,666.4,172.0
35.2,36.8,666.4,171.2
35.2,36.0,666.4,170.4
35.2,35.2,666.4,169.6
35.2,34.4,666.4,168.8
35.2,33.6,666.4,168.0
35.2,32.8,666.4,167.2
35.2,32.0,666.4,166.4
35.2,31.2,666.4,165.6
35.2,30.4,666.4,164.8
35.2,29.6,666.4,164.0
35.2,28.8,666.4,163.2
35.2,28.0,666.4,162.4
35.2,27.2,666.4,161.6
35.2,26.4,666.4,160.8
35.2,25.6,666.4,160.0
35.2,24.8,666.4,159.2
35.2,24.0,666.4,158.4
onMouseDragEntered
35.2,23.2,666.4,157.6
36.0,23.2,667.2,157.6
36.0,22.4,667.2,156.8
36.0,21.6,667.2,156.0
36.0,20.8,667.2,155.2
36.0,20.0,667.2,154.4
36.0,19.2,667.2,153.6
36.0,18.4,667.2,152.8
36.0,17.6,667.2,152.0
36.0,16.8,667.2,151.2
36.8,16.0,668.0,150.4
36.8,16.8,668.0,151.2
36.8,17.6,668.0,152.0
36.8,18.4,668.0,152.8
36.8,19.2,668.0,153.6
36.8,20.0,668.0,154.4
36.8,20.8,668.0,155.2
36.8,21.6,668.0,156.0
36.0,22.4,667.2,156.8
36.0,23.2,667.2,157.6
36.0,24.0,667.2,158.4
36.0,24.8,667.2,159.2
onMouseDragExited
36.0,25.6,667.2,160.0
36.0,26.4,667.2,160.8
36.0,27.2,667.2,161.6
35.2,27.2,666.4,161.6
35.2,26.4,666.4,160.8
35.2,25.6,666.4,160.0
35.2,24.8,666.4,159.2
35.2,24.0,666.4,158.4
onMouseDragEntered
35.2,23.2,666.4,157.6
35.2,22.4,666.4,156.8
34.4,22.4,665.6,156.8
34.4,21.6,665.6,156.0
34.4,20.8,665.6,155.2
34.4,20.0,665.6,154.4
33.6,20.0,664.8,154.4
33.6,19.2,664.8,153.6
33.6,18.4,664.8,152.8
33.6,17.6,664.8,152.0
33.6,16.8,664.8,151.2
33.6,16.0,664.8,150.4
33.6,15.2,664.8,149.6
33.6,14.4,664.8,148.8
33.6,13.6,664.8,148.0
33.6,12.8,664.8,147.2
33.6,12.0,664.8,146.4
33.6,11.2,664.8,145.6
33.6,10.4,664.8,144.8
33.6,11.2,664.8,145.6
33.6,12.0,664.8,146.4
33.6,12.8,664.8,147.2
33.6,13.6,664.8,148.0
33.6,14.4,664.8,148.8
33.6,15.2,664.8,149.6
33.6,16.0,664.8,150.4
33.6,16.8,664.8,151.2
33.6,17.6,664.8,152.0
33.6,18.4,664.8,152.8
33.6,19.2,664.8,153.6
33.6,20.0,664.8,154.4
33.6,20.8,664.8,155.2
33.6,21.6,664.8,156.0
33.6,22.4,664.8,156.8
33.6,23.2,664.8,157.6
33.6,24.0,664.8,158.4
33.6,24.8,664.8,159.2
onMouseDragExited
33.6,25.6,664.8,160.0
32.8,25.6,664.0,160.0
32.8,26.4,664.0,160.8
32.8,27.2,664.0,161.6
32.8,28.0,664.0,162.4
32.8,28.8,664.0,163.2

